ID,ISSUE,PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts,Percent_Vote,Percent_Required_To_Pass,Kind,HowPlaced,Fullimage
1438,,I,Retired Teachers Consulting Contracts,June,5,1990,05-Jun-90,Shall retired teachers in the City retirement system be allowed to enter into consulting contracts with the San Francisco Unified School District or San Francisco Community College District without losing their retirement benefits?,P,"Yes: 95,371 No: 31,305",Yes: 75.2% No: 24.7%,50%+1,Charter Amendment,Supervisors,June5_1990short
1439,,J,Human Rights Commission,June,5,1990,05-Jun-90,Shall the Human Rights commission be made a Charter commission and shall its size be reduced from fifteen to eleven members?,P,"Yes: 78,308 No: 41,821",Yes: 65.1% No: 34.8%,50%+1,Charter Amendment,Supervisors,June5_1990short
1440,,K,Seven Member Commissions,June,5,1990,05-Jun-90,"Shall the size of the Police, Fire, Social Services, Port, Public Utilities, Civil Service, Airports and Parking and Traffic Commission, and the Board of Permit Appeals, be increased from five to seven members?",F,"Yes: 48,646 No: 79,000",Yes: 38.1% No: 61.8%,50%+1,Charter Amendment,Supervisors,June5_1990short
1441,,L,Commissioner Residency Requirement,June,5,1990,05-Jun-90,"Shall the requirement that members of Charter boards and commissions be City residents and electors be extended to the members of other City boards, commissions, and advisory bodies, provided that this requirement would not apply to certain enumerated boards or where a person with special experience, skills or qualifications is required and no eligible San Francisco resident can be found?",P,"Yes: 62,949 No: 52875",Yes: 54.3% No: 45.6%,50%+1,Charter Amendment,Supervisors,June5_1990short
1442,,M,Commission Gender Composition,June,5,1990,05-Jun-90,"Shall the Charter be amended to create a goal that no board or commission appointed by the Mayor or otherwise provided by the Charter, except the Commission on the Status of Women, shall have more than a simple majority of members of the same sex?",F,"Yes: 46,849 No: 72,953",Yes: 39.1% No: 60.8%,50%+1,Charter Amendment,Supervisors,June5_1990short
1443,,N,Two-Term Limit for Supervisors,June,5,1990,05-Jun-90,"Shall persons be prohibited from serving more than two consecutive four-year terms on the Board of Supervisors, and be prohibited from serving as a Supervisor again until four years have elapsed, provided that Supervisors holding office on July 1, 1990 would be considered to have served one full four-year term in office when their current terms end?",P,"Yes: 78,998 No: 54,799",Yes: 59.0% No: 40.9%,50%+1,Charter Amendment,Initiative,June5_1990short
1444,,O,Hypodermic Syringes,June,5,1990,05-Jun-90,"Shall it be the policy of the people of San Francisco to call upon the State Legislature to eliminate all criminal and civil penalties on the manufacture, use, sale or distribution of hypodermic needles?",P,"Yes: 68,139 No: 59,663",Yes: 53.3% No: 46.6%,50%+1,Policy Declaration,Initiative,June5_1990short
1445,,A,"Correctional Facilities Improvement Bonds, 1990",November,6,1990,06-Nov-90,"To incur a bonded indebtedness of $16,500,000 to pay for correctional facilities to be constructed or reconstructed partially from state grants and partially from matching funds from bonds to be issued under this proposition.",P,"Yes: 135,528 No: 60,086",Yes: 69.2% No: 30.7%,66 2/3%,Bond Issue,Supervisors,November6_1990short
1446,,B,"Youth Guidance Center System Improvement Bonds, 1990",November,6,1990,06-Nov-90,"To incur a bonded indebtedness of $73, 800,000 for the construction and reconstruction of a Youth Guidance Center of the City and County of San Francisco; provided, however, that $2,000,000 be set aside for the acquisition and reconstruction of community based facilities.",F,"Yes: 115,830 No: 82,003",Yes: 58.5% No: 41.4%,66 2/3%,Bond Issue,Supervisors,November6_1990short
1447,,C,Port Revenue Bond Procedures,November,6,1990,06-Nov-90,"Shall the repayment of bonds be made the Port's highest spending priority, and shall the Port Commission be allowed, with Board of Supervisors' approval but without voter approval, to issue revenue bonds under rules adopted by the Port Commission?",F,"Yes: 71,593 No: 110,108",Yes: 39.4% No: 60.5%,50%+1,Charter Amendment,Supervisors,November6_1990short
1448,,D,Police and Fire Bargaining and Arbitration,November,6,1990,06-Nov-90,"Shall the wages, hours, benefits and working conditions for police officers, firefighters and airport police be set by collective bargaining, with disputes decided by final and binding arbitration?",P,"Yes: 104,655 No: 85,812",Yes: 54.9% No: 45.0%,50%+1,Charter Amendment,Supervisors,November6_1990short
1449,,E,Nuclear Free Zone,November,6,1990,06-Nov-90,"Shall the Charter be amended to (1) prohibit the City, with certain exceptions, from doing business with or having investments in any company (or affiliate) engaged in any work on nuclear weapons systems or components; (2) prohibit nuclear weapons work in the City; (3) subject the transport of high-level radioactive materials to certain regulations; and (4) create a nine-member elected commission with specified powers to oversee this measure's requirements?",F,"Yes: 64,429 No: 128,977",Yes: 33.3% No: 66.6%,50%+1,Charter Amendment,Initiative,November6_1990short
1450,,F,Airport Police Retirement Benefits,November,6,1990,06-Nov-90,"Shall the Board of Supervisors be allowed to contract with the California Public Employees' Retirement System to allow Airport Police to retire at age 50 with full benefits, even if there is a net increase in cost to the City?",F,"Yes: 89,233 No: 100,646",Yes: 47.0% No: 52.9%,50%+1,Charter Amendment,Supervisors,November6_1990short
1451,,G,Adult Probation Confidential Secretary,November,6,1990,06-Nov-90,"Shall the Adult Probation Officer be allowed to appoint a Confidential Secretary, who would serve at the pleasure of the Adult Probation Officer?",F,"Yes: 85,835 No: 97,585",Yes: 46.7% No: 53.2%,50%+1,Charter Amendment,Supervisors,November6_1990short
1452,,H,Waterfront Land Use Plan,November,6,1990,06-Nov-90,"Shall the City be required to prepare a ""Waterfront Land Use Plan"", shall hotels and other uses determined to be ""Unacceptable Non-Maritime Land Uses"" be prohibited on the waterfront and shall the City be prohibited from taking any action on certain types of new developments until this Plan is prepared?",P,"Yes: 97,183 No: 95,415",Yes: 50.4% No: 49.5%,50%+1,Ordinance,Initiative,November6_1990short
1453,,I,Mission Bay,November,6,1990,06-Nov-90,"Shall 4.8 million square feet of office space in Mission Bay be exempt from the annual limit on new office space, if the City approves an agreement which requires housing, economic development, parks and public facilities, environmental clean-up, and other minimum requirements?",F,"Yes: 99,698 No: 100,291",Yes: 49.8% No: 50.1%,50%+1,Ordinance,Supervisors,November6_1990short
1454,,J,Housing Affordability Fund,November,6,1990,06-Nov-90,"Shall an ordinance be adopted making it City policy for the Board of Supervisors to appropriate at least $15 million each year, adjusted for inflation, to the Housing Affordability Fund, provided that $5 million may be appropriated in years where extraordinary circumstances warrant it?",F,"Yes: 87,023 No: 101,990",Yes: 46.0% No: 53.9%,50%+1,Ordinance,Supervisors,November6_1990short
1455,,K,Domestic Partners,November,6,1990,06-Nov-90,"Shall two unmarried, unrelated people over the age of 18 who live together and agree to be jointly responsible for their basic living expenses be allowed to formally establish their relationship as a ""domestic partnership""?",P,"Yes: 112,563 No: 95,864",Yes: 54.0% No: 45.9%,50%+1,Ordinance,Supervisors,November6_1990short
1456,,A,Early Retirement,November,5,1991,05-Nov-91,"Shall the City provide early retirement incentives during February and March 1992 to reduce its workforce and shall there be restrictions on the City's ability to replace certain early retirees until July 1, 1993?",P,"Yes: 139,053 No: 38,794",Yes: 78.1% No: 21.8%,50%+1,Charter Amendment,,November5_1991short
1457,,B,Collective Bargaining,November,5,1991,05-Nov-91,"Shall the City, instead of setting salaries each year by formula, be allowed to bargain collectively over wages and benefits with certain City employee organizations, with disagreements resolved by arbitration which can be overturned by 2/3 of the Board of Supervisors?",P,"Yes: 96,126 No: 78,950",Yes: 54.9% No: 45.0%,50%+1,Charter Amendment,,November5_1991short
1458,,C,Civil Service Rules,November,5,1991,05-Nov-91,Shall certain Civil Service hiring regulations be removed from the Charter and placed under the control of the Civil Service Commission?,P,"Yes: 98,473 No: 67,254",Yes: 59.4% No: 40.5%,50%+1,Charter Amendment,Supervisors,November5_1991short
1459,,D,Civil Service Eligibles,November,5,1991,05-Nov-91,"Shall the Charter be amended to give the same hiring rights to all applicants with the same score on a civil service list, and shall the Civil Service Commission be authorized to adopt rules increasing the number of applicants on a civil service list who may be considered for employment?",P,"Yes: 115,412 No: 51,952",Yes: 68.9% No: 31.0%,50%+1,Charter Amendment,Supervisors,November5_1991short
1460,,E,Discharge of Civil Service Employees,November,5,1991,05-Nov-91,"Shall City departments be allowed to terminate employees subject to appeal to an outside hearing officer, and shall the City be allowed to agree to alternative procedures for terminating employees, including binding arbitration?",P,"Yes: 107,689 No: 60,158",Yes: 64.1% No: 35.8%,50%+1,Charter Amendment,Supervisors,November5_1991short
1461,,F,Military Reservists,November,5,1991,05-Nov-91,"Shall the Board of Supervisors be allowed, when requested by the Mayor, to pay City employees the difference between their City salary and their military salary for up to 180 days while they are on active duty under extraordinary circumstances, if certain conditions are met?",P,"Yes: 114,683 No: 57,211",Yes: 66.7% No: 33.2%,50%+1,Charter Amendment,Supervisors,November5_1991short
1462,,G,Housing Authority Police,November,5,1991,05-Nov-91,Shall Housing Authority police officers be allowed to become San Francisco police officers if they meet state and City requirements?,P,"Yes: 104,391 No: 67,909",Yes: 60.5% No: 39.4%,50%+1,Charter Amendment,Supervisors,November5_1991short
1463,,H,Deputy Mayor Ban,November,5,1991,05-Nov-91,"Shall the City be prohibited from employing on behalf of the Mayor any employee, including a deputy to the Mayor, whose duties include supervising any City department, and shall compensation of Mayor's Office employees be limited to 70% of the Mayor's compensation?",P,"Yes: 114,583 No: 56,217",Yes: 67.0% No: 32.9%,50%+1,Charter Amendment,Initiative,November5_1991short
1464,,I,Appointment of Minors to Boards,November,5,1991,05-Nov-91,"Shall the Charter be amended to allow San Francisco residents under 18 to be appointed to a board, commission or advisory body if the law creating that body provides for such appointments?",F,"Yes: 72,491 No: 100,272",Yes: 41.9% No: 58.0%,50%+1,Charter Amendment,Supervisors,November5_1991short
1465,,J,Children's Fund,November,5,1991,05-Nov-91,"Shall the City be required to create a Children's Fund, to be used only for certain additional services for children, by placing a certain amount of property tax revenues in the Fund annually for ten years, and shall the City be required to prepare an annual Children's Services Plan setting goals for the Fund?",P,"Yes: 95,913 No: 80,246",Yes: 54.4% No: 45.5%,50%+1,Charter Amendment,,November5_1991short
1466,,K,Domestic Partners Repeal,November,5,1991,05-Nov-91,"Shall the City repeal the ordinance which allows two unmarried, unrelated adults who live together and agree to be jointly responsible for their basic living expenses to formally establish their relationship as a ""domestic partnership""?",F,"Yes: 75,320 No: 108,926",Yes: 40.8% No: 59.1%,50%+1,Ordinance,Initiative,November5_1991short
1467,,L,Phelan Avenue Use,November,5,1991,05-Nov-91,"Shall the ordinance rezoning the Phelan Loop located at Ocean and Phelan streets across for City College from ""P"" (Public Use District) to ""NC-2"" (Small Scale Neighborhood Commercial District) be adopted?",F,"Yes: 74,955 No: 89,834",Yes: 45.4% No: 54.5%,50%+1,Ordinance,Referendum,November5_1991short
1468,,M,Vacancy Control,November,5,1991,05-Nov-91,"Shall the City's rent control ordinance be amended to limit the amount a landlord may charge a new tenant to no more than 10% to 14% above the rent paid by the previous tenant, provided that the landlord could get additional increases if certain conditions are met?",F,"Yes: 81,656 No: 103,586",Yes: 44.0% No: 55.9%,50%+1,Ordinance,Referendum,November5_1991short
1469,,N,Condominiums,November,5,1991,05-Nov-91,"Shall the City law that limits the type of buildings and number of units (200 annually) eligible for condominium conversion be amended to create a parallel procedure that makes all residential rental buildings eligible for conversion with no annual limit, and without regard to certain other restrictions in current law, if at least 51% of the tenants give written approval, the building owner provides for 90%financing, the tenant is offered first chance to by the unit at 75% of market value, and certain other conditions are met?",F,"Yes: 57,874 No: 115,642",Yes: 33.3% No: 66.6%,50%+1,Ordinance,Supervisors,November5_1991short
1470,,O,First Amendment,November,5,1991,05-Nov-91,Shall it be the policy of the People of San Francisco to affirm the City's unqualified support for the First Amendment right to freedom of expression?,P,"Yes: 122,563 No: 46,521",Yes: 72.4% No: 27.5%,50%+1,Policy Declaration,Initiative,November5_1991short
1471,,P,Hemp Medication,November,5,1991,05-Nov-91,Shall it be the policy of the People of San Francisco to recommend that the State of California and the California Medical Association restore hemp medical preparations to the list of available medicines?,P,"Yes: 136,492 No: 35,732",Yes: 79.2% No: 20.7%,50%+1,Policy Declaration,Initiative,November5_1991short
1472,,Q,Federal Budget Priorities,November,5,1991,05-Nov-91,Shall it be the policy of the People of San Francisco for the federal government to reduce the military budget by 10% each year for the next 5 years and use the savings to better provide certain specified health and social welfare services and programs?,P,"Yes: 107,724 No: 66,321",Yes: 61.8% No: 38.1%,50%+1,Policy Declaration,Supervisors,November5_1991short
1473,,A,School Sales Tax,December,10,1991,10-Dec-91,Shall an ordinance of the San Francisco Educational Financing Authority be adopted so as to 1) approve a transactions and use tax of one quarter of one percent for a limited term for the general purpose of providing financial assistance to the San Francisco Unified School District and the San Francisco Community College District; 2) approve an increase in the California Constitution Article XIIIB appropriations limit for said districts in an amount equal to or greater than the revenue derived by each district from the transactions and use tax for the same fiscal year?,P,"Yes: 97,461 No: 79,087",Yes: 55.2% No: 44.7%,55%,School District Tax,Supervisors,December10_1991
1474,,A,"Golden Gate Park Bonds $76,300,000",June,2,1992,02-Jun-92,"To incur a bonded indebtedness of $76,300,000 to pay the cost of the construction or reconstruction of repair, reforestation and rehabilitation of Golden Gate Park including water system supply and irrigation, lakes and water courses, utilities including street and security lighting, repair and rehabilitation of park features, landscaping, rest rooms including disabled access thereto.",P,"Yes: 120,197 No: 44,904",Yes: 72.8% No: 27.1%,66 2/3%,Bond Issue,Supervisors,June2_1992short
1475,,B,"Civic Center Plaza Bonds $26,700,000",June,2,1992,02-Jun-92,"To incur a bonded indebtedness of $26,700,000 for improvements to the Civic Center Plaza and Fulton Street Mall, landscaping and street lighting surrounding the City Hall and area adjacent thereto.",F,"Yes: 70,809 No: 88,664",Yes: 44.4% No: 55.5%,66 2/3%,Bond Issue,Supervisors,June2_1992short
1476,,C,"Civic Center Garage Bonds $24,000,000",June,2,1992,02-Jun-92,"To incur a bonded indebtedness of $24,000,000 to pay for the enlargement of the Civic Center Parking Garage or construction of a parking garage adjacent thereto, including asbestos abatement and providing access for the disabled.",F,"Yes: 56,753 No: 98,865",Yes: 36.4% No: 63.5%,66 2/3%,Bond Issue,Supervisors,June2_1992short
1477,,D,"Civic Center Heating System Bonds $21,220,000",June,2,1992,02-Jun-92,"To incur a bonded indebtedness of $21,220,000 to pay the cost of construction or reconstruction of a heating system within the Civic Center area including pipelines and hot water boiler system.",F,"Yes: 63,514 No: 91,551",Yes: 40.9% No: 59.0%,66 2/3%,Bond Issue,Supervisors,June2_1992short
1478,,E,"Infrastructure Fund, 12 years (1993-2005)",June,2,1992,02-Jun-92,"Shall the City be required to set aside a certain percentage of its General Fund each year for 12 years (1993-2005) to be used solely to pay for certain types of capital projects, such as the construction, maintenance and purchase of City buildings and other public properties?",F,"Yes: 59,870 No: 91,230",Yes: 39.6% No: 60.3%,50%+1,Charter Amendment,Supervisors,June2_1992short
1479,,F,County Clerk,June,2,1992,02-Jun-92,"Shall the duties and personnel of the County Clerk be transferred from the Clerk of the Superior Court to the Department of Governmental Services, under the supervision of the Chief Administrative Officer?",P,"Yes: 85,791 No: 52,177",Yes: 62.1% No: 37.8%,50%+1,Charter Amendment,Supervisors,June2_1992short
1480,,G,Chief Zoo Veterinarian,June,2,1992,02-Jun-92,"Shall the Chief Zoo Veterinarian be appointed and hold office at the pleasure of the General Manager of Recreation and Park Department, subject to the approval of the Recreation and Park Commission, rather than under civil service rules?",P,"Yes: 84,079 No: 63,162",Yes: 57.1% No: 42.8%,50%+1,Charter Amendment,Supervisors,June2_1992short
1481,,H,Inventory Control,June,2,1992,02-Jun-92,"Shall the Purchaser no longer be required to maintain an inventory of all materials, supplies and equipment for other City departments, leaving the responsibility for maintaining such inventories to individual City departments?",P,"Yes: 71,241 No: 70,389",Yes: 50.3% No: 49.6%,50%+1,Charter Amendment,Supervisors,June2_1992short
1482,,I,"Dividing California Into Two States, Northern and Southern",June,2,1992,02-Jun-92,Shall it be the policy of the people of the City and County of San Francisco to support dividing California into a northern California state and a southern California state?,F,"Yes: 58,707 No: 95,812",Yes: 37.9% No: 62.0%,50%+1,Policy Declaration,Supervisors,June2_1992short
1483,,J,San Francisco in Northern California if state divided in two,June,2,1992,02-Jun-92,Shall it be the policy of the people of the City and County of San Francisco for San Francisco to be part of the northern California state if California is divided into a northern California state and a southern California state?,P,"Yes: 97,448 No: 57,052",Yes: 63.0% No: 36.9%,50%+1,Policy Declaration,Supervisors,June2_1992short
1484,,A,"Earthquake Safety Loan Bonds $350,000,000",November,3,1992,03-Nov-92,"To incur a bonded indebtedness of $350,000,000 to provide loans for the seismic strengthening of unreinforced masonry buildings devoted to affordable housing and to market-rate residential, commercial and institutional uses and to pay necessary administrative costs incidental thereto.",P,"Yes: 197,128 No: 84,735",Yes: 69.9% No: 30.0%,66 2/3%,Bond Issue,Supervisors,November3_1992short
1485,,B,"San Bruno Jail Bonds $158,100,000",November,3,1992,03-Nov-92,"To incur bonded indebtedness of $158,100,000 to pay the cost of construction or reconstruction of correctional facilities to replace the existing San Bruno jail facilities, including replacement housing, associated health and safety improvements and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",F,"Yes: 156,851 No: 116,872",Yes: 57.3% No: 42.6%,66 2/3%,Bond Issue,Supervisors,November3_1992short
1486,,C,"Fire Department Bonds $40,800,000",November,3,1992,03-Nov-92,"To incur bonded indebtedness of $40,800,000 to pay the cost of construction and reconstruction of Fire Department facilities, including seismic strengthening, asbestos abatement, disabled access, separate bathroom and changing areas for male and female firefighters and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",P,"Yes: 188,680 No: 87,229",Yes: 68.3% No: 31.6%,66 2/3%,Bond Issue,Supervisors,November3_1992short
1487,,D,Health Department Lease Financing,November,3,1992,03-Nov-92,"Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment and improvement to land and buildings, to be used by or for the Department of Health, if the Controller certifies that certain conditions are met?",P,"Yes: 132,154 No: 132,998",Yes: 49.8% No: 50.1%,50%+1,Charter Amendment,Supervisors,November3_1992short
1488,,E,Collective Bargaining Start Date,November,3,1992,03-Nov-92,Shall City employee organizations that choose collective bargaining be allowed to begin negotiating with the City immediately instead of being required to wait nine months before beginning to negotiate?,P,"Yes: 193,202 No: 70,499",Yes: 73.2% No: 26.7%,50%+1,Charter Amendment,Supervisors,November3_1992short
1489,,F,Retirement Allowance Increase,November,3,1992,03-Nov-92,"Shall the City increase the monthly retirement allowance of City workers who retired before July 2, 1967 by $75, and of those who retired since then by a lesser amount, proportionate to the number of years the worker has been retired?",P,"Yes: 148,712 No: 123,083",Yes: 54.7% No: 45.2%,50%+1,Charter Amendment,Supervisors,November3_1992short
1490,,G,Retirement Plan Transfers,November,3,1992,03-Nov-92,Shall the Board of Supervisors be authorized to allow miscellaneous employees who become police officers or firefighters to keep the retirement credit they earned as miscellaneous employees?,P,"Yes: 199,928 No: 68,233",Yes: 74.5% No: 25.4%,50%+1,Charter Amendment,Supervisors,November3_1992short
1491,,H,Allowable Rent Increases,November,3,1992,03-Nov-92,Shall the City's Rent Control Ordinance be amended to change the range of allowable annual rent increase based upon the Consumer Price Index from 4% - 7% maximum to 0% - 7% maximum?,P,"Yes: 143,761 No: 128,193",Yes: 52.8% No: 47.1%,50%+1,Ordinance,Initiative,November3_1992short
1492,,I,Withdrawn,November,3,1992,03-Nov-92,Withdrawn,Not Available in Public Library's official records,,,,Withdrawn,Withdrawn,November3_1992short
1493,,J,Aggressive Panhandling,November,3,1992,03-Nov-92,Shall a person be prohibited from closely following another person while requesting money or other thing of value after the person being followed has made it known that he or she does not want to give any money or thing of value?,P,"Yes: 152,982 No: 123,852",Yes: 55.2% No: 44.7%,50%+1,Ordinance,Mayor,November3_1992short
1494,,K,Health Maintenance Organization (HMO) District,November,3,1992,03-Nov-92,"Shall a special use district be created on the western 3/4 of the block bounded by Geary Boulevard, Broderick, Garden and Divisadero streets to permit the development of out-patient facilities operated by and affiliated with a health maintenance organization not allowed under current zoning restrictions?",P,"Yes: 137,537 No: 125,881",Yes: 52.2% No: 47.7%,50%+1,Ordinance,Initiative,November3_1992short
1495,,L,Farmers' Market Zoning Restrictions,November,3,1992,03-Nov-92,"Shall the City, for the next 20 years, be prohibited from allowing any construction on or use of the land used by the Bernal Heights Farmers' Market and the hillside next to it except for the purposes related to the operation of the Farmers' Market?",F,"Yes: 105,678 No: 165,559",Yes: 38.9% No: 61.0%,50%+1,Ordinance,Initiative,November3_1992short
1496,,A,School Sales Tax,June,15,1993,15-Jun-93,Shall an ordinance of the San Francisco Educational Financing Authority be adopted so as to 1) approve a transactions and use tax of one quarter of one percent for a limited term for the general purpose of providing financial assistance to the San Francisco Unified School District and the San Francisco Community College District; 2) approve an increase in the California Constitution Article XIIIB appropriations limit for said districts in an amount equal to or greater than the revenue derived by each district from the transactions and use tax for the same fiscal year?,P,"Yes: 59,547 No: 21,108",Yes: 73.8% No: 26.2%,50%+1,Ordinance,Supervisors,June15_1993
1497,,A,"Cultural Facilities Bonds $98,045,000",November,2,1993,02-Nov-93,"To incur a bonded indebtedness of $98,045,000 for certain cultural facilities improvements, including improvements to Asian Art Museum, Steinhart Aquarium, Mission Cultural Center, Bayview Opera House, Center for African and African-American Art and Culture - Western Addition, South of Market Cultural Center, Art Commission Gallery, Gay/Lesbian Cultural Center and the Palace of Fine Arts (Exploratorium).",F,"Yes: 88,721 No: 56,277",Yes: 61.1% No: 38.8%,66 2/3%,Bond Issue,Supervisors,November2_1993short
1498,,AA,Public Officials and Employees Ride Public Transit,November,2,1993,02-Nov-93,Shall it be the policy of the people of San Francisco that all City officials and full-time employees travel to and from work on public transit at least twice a week?,P,"Yes: 91,387  No: 49,210",Yes: 64.9% No: 35.0%,50%+1,Policy Declaration,Initiative,November2_1993short
1499,,B,"Street and Traffic Safety Bonds $68,000,000",November,2,1993,02-Nov-93,"To incur a bonded indebtedness of $68,000,000 for street, sidewalk, lighting, traffic safety and utility improvements.",F,"Yes: 84,375 No: 59,545",Yes: 58.6% No: 41.3%,66 2/3%,Bond Issue,Supervisors,November2_1993short
1500,,BB,Police Puppet,November,2,1993,02-Nov-93,Shall it be the policy of the people of San Francisco to allow Police Officer Bob Geary to decide when he may use his puppet Brendan O'Smarty while on duty?,P,"Yes: 70,374 No: 67,857",Yes: 50.9% No: 49.0%,50%+1,Policy Declaration,Initiative,November2_1993short
1501,,C,Sales Tax,November,2,1993,02-Nov-93,"Shall an ordinance be adopted approving a 1/2 percent sales tax in San Francisco which (1) could be used by the City for any purpose, and (2) would go into effect only if the state sales tax proposition is not approved in this election?",F,"Yes: 70,898 No: 73,222",Yes: 49.1% No: 50.8%,50%+1,Ordinance,Supervisors,November2_1993short
1502,,D,Police and Fire Early Retirement,November,2,1993,02-Nov-93,Shall police officers and firefighters be encouraged to retire early in 1994 by treating them as if the worked two years longer and were two years older?,F,"Yes: 63,193 No: 78,315",Yes: 44.6% No: 55.3%,50%+1,Charter Amendment,Supervisors,November2_1993short
1503,,E,Spousal Pension Benefits,November,2,1993,02-Nov-93,Shall the surviving spouses of deceased employees who qualify for a pension be allowed to continue receiving a pension upon remarriage?,F,"Yes: 65,323 No: 77,058",Yes: 45.8% No: 54.1%,50%+1,Charter Amendment,Supervisors,November2_1993short
1504,,F,Police and Fire Retirement Benefit Modifications,November,2,1993,02-Nov-93,"Shall the Board of Supervisors, by a vote of eight of its members, be allowed to change retirement benefits for police officers and firefighters, and to contract to make police officers and firefighters members of the State Public Employees Retirement System instead of the City retirement system?",F,"Yes: 50,858 No: 86,734",Yes: 36.9% No: 63.0%,50%+1,Charter Amendment,Supervisors,November2_1993short
1505,,G,Wage Freeze,November,2,1993,02-Nov-93,Shall employees whose salaries are set by salary survey and who are represented by employee organizations that did not agree to wage freeze in 1991-92 be allowed to negotiate for dental coverage and two additional days off in 1993-94 and 1994-95 in return for acceptance of the 1993-94 wage freeze?,F,"Yes: 62,311 No: 73,663",Yes: 45.8% No: 54.1%,50%+1,Charter Amendment,Supervisors,November2_1993short
1506,,H,Radio Communication System Lease Financing,November,2,1993,02-Nov-93,"Shall the City enter into a lease financing arrangement with the City and County of San Francisco Corporation, or a similar non-profit corporation, the obligations or evidence of indebtedness with respect to which shall not exceed the aggregate principal amount of fifty million dollars ($50,000,000) for the purpose of acquiring radio communications systems and related equipment for various departments, including, but not limited to, the Police, Fire, Sheriff, Parking & Traffic, and Public Health departments?",P,"Yes: 77,383 No: 56,533",Yes: 57.7% No: 42.2%,50%+1,Lease Financing,Supervisors,November2_1993short
1507,,I,Health Department Lease Financing,November,2,1993,02-Nov-93,"Shall the Board of Supervisors, without voter approval and subject to specified debt limits, be authorized to approve the lease financing of equipment and improvements to buildings, to be used by or for the Department of Health, if the Controller certifies that certain conditions are met?",F,"Yes: 60,789 No: 76,241",Yes: 44.3% No: 55.6%,50%+1,Charter Amendment,Supervisors,November2_1993short
1508,,J,Cash Management,November,2,1993,02-Nov-93,"Shall the Controller be allowed to approve the transfer of surplus funds from one City department to another department to pay for expenses, if the money transferred is repaid with interest within 12 months on conditions set by the Treasurer and Controller?",P,"Yes: 72,068 No: 64,614",Yes: 52.7% No: 47.2%,50%+1,Charter Amendment,Supervisors,November2_1993short
1509,,K,Ethics Commission,November,2,1993,02-Nov-93,"Shall an Ethics Commission be created, with the power to (1) administer the City's campaign contribution, conflict of interest, lobbying and whistleblowing laws, (2) investigate alleged violations of these laws and impose penalties under certain circumstances, and (3) submit directly to the voters ordinances relating to governmental ethics?",P,"Yes: 71,623 No: 65,979",Yes: 52.0% No: 47.9%,50%+1,Charter Amendment,Supervisors,November2_1993short
1510,,L,Human Resources Department,November,2,1993,02-Nov-93,"Shall the Charter be amended to create a Human Resources Department, and transfer to this department functions of the Civil Service Commission, the Health Services Board, the Employee Relations Office and personnel functions of the Department of Public Health, and shall the Board of Supervisors be authorized to transfer to this new department workers' compensation functions now performed by the Retirement Board?",P,"Yes: 79,911 No: 54,277",Yes: 59.5% No: 40.4%,50%+1,Charter Amendment,Supervisors,November2_1993short
1511,,M,Transportation Commission,November,2,1993,02-Nov-93,"Shall the management of the Municipal Railway be transferred from the Public Utilities Commission to a new Public Transportation Commission, to be funded in part by revenues from parking meters, parking tickets, parking garages and the parking tax, and shall certain excess PUC revenues be allowed to be transferred to the City's general fund if certain conditions are met?",P,"Yes: 72,090 N0: 65,925",Yes: 52.2% No: 47.7%,50%+1,Charter Amendment,Supervisors,November2_1993short
1512,,N,Charter Review,November,2,1993,02-Nov-93,"Shall the Mayor, a member of the Board of Supervisors, and the Chief Administrative Officer be directed to review the Charter and propose changes that the Board of Supervisors could submit to the voters to make City government more cost effective and responsive?",P,"Yes: 73,953 No: 62,781",Yes: 54.0% No: 45.9%,50%+1,Charter Amendment,Supervisors,November2_1993short
1513,,O,Meetings of Supervisor Committees,November,2,1993,02-Nov-93,"Shall committees of the Board of Supervisors be allowed, upon giving 30 days notice, to hold special meetings in San Francisco at locations other than City Hall?",P,"Yes: 89,642 No: 46,359",Yes: 65.9% No: 34.0%,50%+1,Charter Amendment,Supervisors,November2_1993short
1514,,P,Board of Supervisors Meetings,November,2,1993,02-Nov-93,"Shall the Board of Supervisors be allowed, upon giving 30 days notice, to hold special meetings in San Francisco at locations other than City Hall?",P,"Yes: 82,388 No: 50,799",Yes: 61.8% No: 38.1%,50%+1,Charter Amendment,Supervisors,November2_1993short
1515,,Q,Purchasing Procedures,November,2,1993,02-Nov-93,"Shall rules for purchasing equipment and supplies be changed to allow departments, with purchaser approval, to make purchases below $5,000, to require written contracts above $2,500 and sealed bids above $50,000, and allow the Board of Supervisors after 1997 to modify the $5,000 and $2,500 limits?",P,"Yes: 81,339 No: 49,514",Yes: 62.1% No: 37.8%,50%+1,Charter Amendment,Supervisors,November2_1993short
1516,,R,Retirement Board,November,2,1993,02-Nov-93,Shall retired employees be allowed to vote and be candidates in Retirement Board elections provided that not more than one retired employee at a time may serve on the Board?,P,"Yes: 106,322 No: 27,912",Yes: 79.2% No: 20.7%,50%+1,Charter Amendment,Supervisors,November2_1993short
